t	n	p	v	i
25	83	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	5,70E-02
25	83	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	6,75E-02
25	83	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	8,91E-02
25	83	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,35E-01
25	83	VDDO_PAD_3_3V_IDDQ3V3_-8	4,50E+00	3,64E-03
25	83	VDDO_PAD_3_3V_IDDQ3V3_-8	5,00E+00	9,40E-03
25	83	VDDO_PAD_3_3V_IDDQ3V3_-8	5,50E+00	2,49E-02
25	83	VDDR_PAD_3_3V_IDDQ3V3_-8	4,50E+00	-1,24E-05
25	83	VDDR_PAD_3_3V_IDDQ3V3_-8	5,00E+00	4,91E-04
25	83	VDDR_PAD_3_3V_IDDQ3V3_-8	5,50E+00	9,36E-04
25	83	Freq_PROCMONDCELLS	1,00E+00	NaN
25	83	Freq_PROCMONDCELLS	1,10E+00	NaN
25	83	Freq_PROCMONDCELLS	1,20E+00	NaN
25	83	Freq_PROCMONDCELLS	1,30E+00	2,73E+00
25	83	Freq_PROCMONDCELLS	1,40E+00	3,30E+00
25	83	Freq_PROCMONDCELLS	1,50E+00	3,87E+00
25	83	Freq_PROCMONDCELLS	1,60E+00	4,44E+00
25	83	Freq_PROCMONDCELLS	1,70E+00	4,98E+00
25	83	Freq_PROCMONDCELLS	1,80E+00	5,51E+00
25	83	Freq_PROCMONDCELLS	1,90E+00	6,03E+00
25	83	Freq_PROCMONDCELLS	2,00E+00	6,52E+00
25	83	Pulse1_PROCMONDCELLS	1,00E+00	NaN
25	83	Pulse1_PROCMONDCELLS	1,10E+00	NaN
25	83	Pulse1_PROCMONDCELLS	1,20E+00	NaN
25	83	Pulse1_PROCMONDCELLS	1,30E+00	2,43E+02
25	83	Pulse1_PROCMONDCELLS	1,40E+00	1,89E+02
25	83	Pulse1_PROCMONDCELLS	1,50E+00	1,58E+02
25	83	Pulse1_PROCMONDCELLS	1,60E+00	1,36E+02
25	83	Pulse1_PROCMONDCELLS	1,70E+00	1,20E+02
25	83	Pulse1_PROCMONDCELLS	1,80E+00	1,07E+02
25	83	Pulse1_PROCMONDCELLS	1,90E+00	9,75E+01
25	83	Pulse1_PROCMONDCELLS	2,00E+00	8,98E+01
25	83	Pulse2_PROCMONDCELLS	1,00E+00	NaN
25	83	Pulse2_PROCMONDCELLS	1,10E+00	NaN
25	83	Pulse2_PROCMONDCELLS	1,20E+00	NaN
25	83	Pulse2_PROCMONDCELLS	1,30E+00	1,70E+02
25	83	Pulse2_PROCMONDCELLS	1,40E+00	1,29E+02
25	83	Pulse2_PROCMONDCELLS	1,50E+00	1,09E+02
25	83	Pulse2_PROCMONDCELLS	1,60E+00	9,43E+01
25	83	Pulse2_PROCMONDCELLS	1,70E+00	8,40E+01
25	83	Pulse2_PROCMONDCELLS	1,80E+00	7,52E+01
25	83	Pulse2_PROCMONDCELLS	1,90E+00	6,91E+01
25	83	Pulse2_PROCMONDCELLS	2,00E+00	6,37E+01
25	83	Freq_PROCMONDCELLSLL	1,00E+00	NaN
25	83	Freq_PROCMONDCELLSLL	1,10E+00	NaN
25	83	Freq_PROCMONDCELLSLL	1,20E+00	NaN
25	83	Freq_PROCMONDCELLSLL	1,30E+00	2,01E+00
25	83	Freq_PROCMONDCELLSLL	1,40E+00	2,45E+00
25	83	Freq_PROCMONDCELLSLL	1,50E+00	2,89E+00
25	83	Freq_PROCMONDCELLSLL	1,60E+00	3,33E+00
25	83	Freq_PROCMONDCELLSLL	1,70E+00	3,76E+00
25	83	Freq_PROCMONDCELLSLL	1,80E+00	4,18E+00
25	83	Freq_PROCMONDCELLSLL	1,90E+00	4,58E+00
25	83	Freq_PROCMONDCELLSLL	2,00E+00	4,98E+00
25	83	Pulse1_PROCMONDCELLSLL	1,00E+00	NaN
25	83	Pulse1_PROCMONDCELLSLL	1,10E+00	NaN
25	83	Pulse1_PROCMONDCELLSLL	1,20E+00	NaN
25	83	Pulse1_PROCMONDCELLSLL	1,30E+00	3,20E+02
25	83	Pulse1_PROCMONDCELLSLL	1,40E+00	2,51E+02
25	83	Pulse1_PROCMONDCELLSLL	1,50E+00	2,09E+02
25	83	Pulse1_PROCMONDCELLSLL	1,60E+00	1,80E+02
25	83	Pulse1_PROCMONDCELLSLL	1,70E+00	1,58E+02
25	83	Pulse1_PROCMONDCELLSLL	1,80E+00	1,41E+02
25	83	Pulse1_PROCMONDCELLSLL	1,90E+00	1,28E+02
25	83	Pulse1_PROCMONDCELLSLL	2,00E+00	1,17E+02
25	83	Pulse2_PROCMONDCELLSLL	1,00E+00	NaN
25	83	Pulse2_PROCMONDCELLSLL	1,10E+00	NaN
25	83	Pulse2_PROCMONDCELLSLL	1,20E+00	NaN
25	83	Pulse2_PROCMONDCELLSLL	1,30E+00	2,30E+02
25	83	Pulse2_PROCMONDCELLSLL	1,40E+00	1,78E+02
25	83	Pulse2_PROCMONDCELLSLL	1,50E+00	1,49E+02
25	83	Pulse2_PROCMONDCELLSLL	1,60E+00	1,28E+02
25	83	Pulse2_PROCMONDCELLSLL	1,70E+00	1,13E+02
25	83	Pulse2_PROCMONDCELLSLL	1,80E+00	1,01E+02
25	83	Pulse2_PROCMONDCELLSLL	1,90E+00	9,24E+01
25	83	Pulse2_PROCMONDCELLSLL	2,00E+00	8,48E+01
25	83	IOTEST	1,23E+00	1,23E+00
25	83	NANDTREE	1,22E+00	1,22E+00
25	83	LOGIC1	1,28E+00	1,28E+00
25	83	LOGIC2	1,28E+00	1,28E+00
25	83	LOGIC3	1,28E+00	1,28E+00
25	83	LOGIC4	1,29E+00	1,29E+00
25	83	LIFETEST	1,27E+00	1,27E+00
25	83	ROM8KX64DATA	1,23E+00	1,23E+00
25	83	ROM8KX64READ	1,23E+00	1,23E+00
25	83	SPRAMB2KX18DATA	1,23E+00	1,23E+00
25	83	SPRAMB2KX18MARCHC	1,23E+00	1,23E+00
25	83	SPRAMB2KX18MARCHCNEW	1,23E+00	1,23E+00
25	83	DPRAM4KX64DATA	1,28E+00	1,28E+00
25	83	DPRAM4KX64MARCHC	1,27E+00	1,27E+00
25	83	PUPD	1,26E+00	1,26E+00
25	84	VDD_PAD_1_8V_IDDQ1V8_-8	1,62E+00	2,63E-03
25	84	VDD_PAD_1_8V_IDDQ1V8_-8	1,80E+00	2,72E-03
25	84	VDD_PAD_1_8V_IDDQ1V8_-8	1,98E+00	3,40E-03
25	84	VDD!_IDDQ1V8_-8	1,62E+00	1,68E-02
25	84	VDD!_IDDQ1V8_-8	1,80E+00	2,17E-02
25	84	VDD!_IDDQ1V8_-8	1,98E+00	3,18E-02
25	84	VDD_DPRAM4KX64_IDDQ1V8_-8	1,62E+00	9,69E-01
25	84	VDD_DPRAM4KX64_IDDQ1V8_-8	1,80E+00	1,13E+00
25	84	VDD_DPRAM4KX64_IDDQ1V8_-8	1,98E+00	1,39E+00
25	84	VDD_ROM8KX64_IDDQ1V8_-8	1,62E+00	8,53E-03
25	84	VDD_ROM8KX64_IDDQ1V8_-8	1,80E+00	1,13E-02
25	84	VDD_ROM8KX64_IDDQ1V8_-8	1,98E+00	1,72E-02
25	84	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,62E+00	3,35E-02
25	84	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,80E+00	4,18E-02
25	84	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,98E+00	5,82E-02
25	84	VDD!_SEP_IDDQ1V8_-8	1,62E+00	7,92E-02
25	84	VDD!_SEP_IDDQ1V8_-8	1,80E+00	1,03E-01
25	84	VDD!_SEP_IDDQ1V8_-8	1,98E+00	1,52E-01
25	84	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,41E-03
25	84	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,60E-03
25	84	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,16E-03
25	84	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,75E-02
25	84	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,24E-02
25	84	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,26E-02
25	84	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	9,73E-01
25	84	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,13E+00
25	84	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,39E+00
25	84	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,48E-03
25	84	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,11E-02
25	84	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,73E-02
25	84	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,78E-02
25	84	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,66E-02
25	84	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	6,40E-02
25	84	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,75E-02
25	84	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,00E-01
25	84	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,48E-01
25	84	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,42E-03
25	84	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,74E-03
25	84	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,30E-03
25	84	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,74E-02
25	84	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,26E-02
25	84	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,27E-02
25	84	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	9,79E-01
25	84	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,14E+00
25	84	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,38E+00
25	84	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,49E-03
25	84	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,12E-02
25	84	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,72E-02
25	84	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,78E-02
25	84	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,66E-02
25	84	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	6,40E-02
25	84	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,74E-02
25	84	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,00E-01
25	84	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,48E-01
25	84	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,43E-03
25	84	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,71E-03
25	84	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,25E-03
25	84	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,74E-02
25	84	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,25E-02
25	84	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,27E-02
25	84	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	9,72E-01
25	84	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,14E+00
25	84	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,38E+00
25	84	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,47E-03
25	84	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,12E-02
25	84	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,72E-02
25	84	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,78E-02
25	84	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,67E-02
25	84	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	6,41E-02
25	84	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,74E-02
25	84	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,00E-01
25	84	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,48E-01
25	84	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,38E-03
25	84	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,75E-03
25	84	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,32E-03
25	84	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,75E-02
25	84	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,25E-02
25	84	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,27E-02
25	84	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	9,71E-01
25	84	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,14E+00
25	84	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,39E+00
25	84	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,46E-03
25	84	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,13E-02
25	84	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,73E-02
25	84	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,79E-02
25	84	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,67E-02
25	84	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	6,40E-02
25	84	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,75E-02
25	84	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,00E-01
25	84	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,48E-01
25	84	VDDO_PAD_3_3V_IDDQ3V3_-8	4,50E+00	3,68E-03
25	84	VDDO_PAD_3_3V_IDDQ3V3_-8	5,00E+00	9,04E-03
25	84	VDDO_PAD_3_3V_IDDQ3V3_-8	5,50E+00	2,43E-02
25	84	VDDR_PAD_3_3V_IDDQ3V3_-8	4,50E+00	1,52E-05
25	84	VDDR_PAD_3_3V_IDDQ3V3_-8	5,00E+00	2,47E-04
25	84	VDDR_PAD_3_3V_IDDQ3V3_-8	5,50E+00	7,93E-04
25	84	Freq_PROCMONDCELLS	1,00E+00	NaN
25	84	Freq_PROCMONDCELLS	1,10E+00	NaN
25	84	Freq_PROCMONDCELLS	1,20E+00	NaN
25	84	Freq_PROCMONDCELLS	1,30E+00	2,80E+00
25	84	Freq_PROCMONDCELLS	1,40E+00	3,38E+00
25	84	Freq_PROCMONDCELLS	1,50E+00	3,96E+00
25	84	Freq_PROCMONDCELLS	1,60E+00	4,53E+00
25	84	Freq_PROCMONDCELLS	1,70E+00	5,08E+00
25	84	Freq_PROCMONDCELLS	1,80E+00	5,62E+00
25	84	Freq_PROCMONDCELLS	1,90E+00	6,13E+00
25	84	Freq_PROCMONDCELLS	2,00E+00	6,63E+00
25	84	Pulse1_PROCMONDCELLS	1,00E+00	NaN
25	84	Pulse1_PROCMONDCELLS	1,10E+00	NaN
25	84	Pulse1_PROCMONDCELLS	1,20E+00	NaN
25	84	Pulse1_PROCMONDCELLS	1,30E+00	2,36E+02
25	84	Pulse1_PROCMONDCELLS	1,40E+00	1,85E+02
25	84	Pulse1_PROCMONDCELLS	1,50E+00	1,55E+02
25	84	Pulse1_PROCMONDCELLS	1,60E+00	1,34E+02
25	84	Pulse1_PROCMONDCELLS	1,70E+00	1,18E+02
25	84	Pulse1_PROCMONDCELLS	1,80E+00	1,05E+02
25	84	Pulse1_PROCMONDCELLS	1,90E+00	9,61E+01
25	84	Pulse1_PROCMONDCELLS	2,00E+00	8,81E+01
25	84	Pulse2_PROCMONDCELLS	1,00E+00	NaN
25	84	Pulse2_PROCMONDCELLS	1,10E+00	NaN
25	84	Pulse2_PROCMONDCELLS	1,20E+00	NaN
25	84	Pulse2_PROCMONDCELLS	1,30E+00	1,64E+02
25	84	Pulse2_PROCMONDCELLS	1,40E+00	1,26E+02
25	84	Pulse2_PROCMONDCELLS	1,50E+00	1,06E+02
25	84	Pulse2_PROCMONDCELLS	1,60E+00	9,24E+01
25	84	Pulse2_PROCMONDCELLS	1,70E+00	8,22E+01
25	84	Pulse2_PROCMONDCELLS	1,80E+00	7,36E+01
25	84	Pulse2_PROCMONDCELLS	1,90E+00	6,82E+01
25	84	Pulse2_PROCMONDCELLS	2,00E+00	6,27E+01
25	84	Freq_PROCMONDCELLSLL	1,00E+00	NaN
25	84	Freq_PROCMONDCELLSLL	1,10E+00	NaN
25	84	Freq_PROCMONDCELLSLL	1,20E+00	NaN
25	84	Freq_PROCMONDCELLSLL	1,30E+00	2,05E+00
25	84	Freq_PROCMONDCELLSLL	1,40E+00	2,49E+00
25	84	Freq_PROCMONDCELLSLL	1,50E+00	2,94E+00
25	84	Freq_PROCMONDCELLSLL	1,60E+00	3,38E+00
25	84	Freq_PROCMONDCELLSLL	1,70E+00	3,82E+00
25	84	Freq_PROCMONDCELLSLL	1,80E+00	4,24E+00
25	84	Freq_PROCMONDCELLSLL	1,90E+00	4,65E+00
25	84	Freq_PROCMONDCELLSLL	2,00E+00	5,05E+00
25	84	Pulse1_PROCMONDCELLSLL	1,00E+00	NaN
25	84	Pulse1_PROCMONDCELLSLL	1,10E+00	NaN
25	84	Pulse1_PROCMONDCELLSLL	1,20E+00	NaN
25	84	Pulse1_PROCMONDCELLSLL	1,30E+00	3,12E+02
25	84	Pulse1_PROCMONDCELLSLL	1,40E+00	2,46E+02
25	84	Pulse1_PROCMONDCELLSLL	1,50E+00	2,05E+02
25	84	Pulse1_PROCMONDCELLSLL	1,60E+00	1,77E+02
25	84	Pulse1_PROCMONDCELLSLL	1,70E+00	1,55E+02
25	84	Pulse1_PROCMONDCELLSLL	1,80E+00	1,38E+02
25	84	Pulse1_PROCMONDCELLSLL	1,90E+00	1,26E+02
25	84	Pulse1_PROCMONDCELLSLL	2,00E+00	1,15E+02
25	84	Pulse2_PROCMONDCELLSLL	1,00E+00	NaN
25	84	Pulse2_PROCMONDCELLSLL	1,10E+00	NaN
25	84	Pulse2_PROCMONDCELLSLL	1,20E+00	NaN
25	84	Pulse2_PROCMONDCELLSLL	1,30E+00	2,23E+02
25	84	Pulse2_PROCMONDCELLSLL	1,40E+00	1,74E+02
25	84	Pulse2_PROCMONDCELLSLL	1,50E+00	1,46E+02
25	84	Pulse2_PROCMONDCELLSLL	1,60E+00	1,26E+02
25	84	Pulse2_PROCMONDCELLSLL	1,70E+00	1,11E+02
25	84	Pulse2_PROCMONDCELLSLL	1,80E+00	9,98E+01
25	84	Pulse2_PROCMONDCELLSLL	1,90E+00	9,10E+01
25	84	Pulse2_PROCMONDCELLSLL	2,00E+00	8,36E+01
25	84	IOTEST	1,22E+00	1,22E+00
25	84	NANDTREE	1,21E+00	1,21E+00
25	84	LOGIC1	1,28E+00	1,28E+00
25	84	LOGIC2	1,28E+00	1,28E+00
25	84	LOGIC3	1,28E+00	1,28E+00
25	84	LOGIC4	1,28E+00	1,28E+00
25	84	LIFETEST	1,27E+00	1,27E+00
25	84	ROM8KX64DATA	1,23E+00	1,23E+00
25	84	ROM8KX64READ	1,23E+00	1,23E+00
25	84	SPRAMB2KX18DATA	1,23E+00	1,23E+00
25	84	SPRAMB2KX18MARCHC	1,23E+00	1,23E+00
25	84	SPRAMB2KX18MARCHCNEW	1,23E+00	1,23E+00
25	84	DPRAM4KX64DATA	1,28E+00	1,28E+00
25	84	DPRAM4KX64MARCHC	1,27E+00	1,27E+00
25	84	PUPD	1,24E+00	1,24E+00
25	85	VDD_PAD_1_8V_IDDQ1V8_-8	1,62E+00	2,61E-03
25	85	VDD_PAD_1_8V_IDDQ1V8_-8	1,80E+00	2,60E-03
25	85	VDD_PAD_1_8V_IDDQ1V8_-8	1,98E+00	3,33E-03
25	85	VDD!_IDDQ1V8_-8	1,62E+00	1,70E-02
25	85	VDD!_IDDQ1V8_-8	1,80E+00	2,21E-02
25	85	VDD!_IDDQ1V8_-8	1,98E+00	3,33E-02
25	85	VDD_DPRAM4KX64_IDDQ1V8_-8	1,62E+00	1,02E+00
25	85	VDD_DPRAM4KX64_IDDQ1V8_-8	1,80E+00	1,19E+00
25	85	VDD_DPRAM4KX64_IDDQ1V8_-8	1,98E+00	1,46E+00
25	85	VDD_ROM8KX64_IDDQ1V8_-8	1,62E+00	8,43E-03
25	85	VDD_ROM8KX64_IDDQ1V8_-8	1,80E+00	1,13E-02
25	85	VDD_ROM8KX64_IDDQ1V8_-8	1,98E+00	1,78E-02
25	85	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,62E+00	3,32E-02
25	85	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,80E+00	4,18E-02
25	85	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,98E+00	5,96E-02
25	85	VDD!_SEP_IDDQ1V8_-8	1,62E+00	7,91E-02
25	85	VDD!_SEP_IDDQ1V8_-8	1,80E+00	1,04E-01
25	85	VDD!_SEP_IDDQ1V8_-8	1,98E+00	1,57E-01
25	85	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,37E-03
25	85	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,72E-03
25	85	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,24E-03
25	85	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,79E-02
25	85	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,33E-02
25	85	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,43E-02
25	85	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,02E+00
25	85	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,19E+00
25	85	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,46E+00
25	85	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,40E-03
25	85	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,13E-02
25	85	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,78E-02
25	85	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,71E-02
25	85	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,64E-02
25	85	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	6,48E-02
25	85	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,75E-02
25	85	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,02E-01
25	85	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,53E-01
25	85	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,38E-03
25	85	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,75E-03
25	85	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,36E-03
25	85	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,79E-02
25	85	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,34E-02
25	85	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,44E-02
25	85	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,02E+00
25	85	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,20E+00
25	85	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,46E+00
25	85	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,36E-03
25	85	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,13E-02
25	85	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,79E-02
25	85	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,71E-02
25	85	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,64E-02
25	85	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	6,49E-02
25	85	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,75E-02
25	85	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,02E-01
25	85	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,53E-01
25	85	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,45E-03
25	85	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,78E-03
25	85	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,35E-03
25	85	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,79E-02
25	85	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,33E-02
25	85	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,43E-02
25	85	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,02E+00
25	85	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,19E+00
25	85	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,45E+00
25	85	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,37E-03
25	85	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,14E-02
25	85	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,78E-02
25	85	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,71E-02
25	85	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,65E-02
25	85	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	6,49E-02
25	85	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,75E-02
